round,acc,loss,Fw_norm
0,10.0,370.0794327259064,0.0615183562040329
1,14.0,383.4401891231537,0.8818601369857788
2,10.0,395.7429897785187,1.884161114692688
3,10.5,390.9513530731201,2.799569845199585
4,16.29,393.32153367996216,2.583918809890747
