round,acc,loss,Fw_norm
0,10.0,369.88963508605957,0.13704578578472137
1,20.59,367.7537305355072,1.0019139051437378
2,30.57,353.8974258899689,2.095686674118042
3,36.83,344.41756677627563,2.7328386306762695
4,39.27,340.4631413221359,3.277249813079834
5,40.94,340.97185456752777,3.4514975547790527
6,42.89,340.1874716281891,3.5995516777038574
7,44.68,340.2745567560196,3.8160548210144043
8,45.57,334.3259301185608,3.9297590255737305
9,46.27,334.54723274707794,3.96974515914917
10,46.8,330.7891238927841,4.125640869140625
11,47.17,328.0097826719284,4.1604485511779785
12,47.67,325.6374840736389,4.200986385345459
13,48.11,325.85936427116394,4.2079691886901855
14,48.43,326.8122421503067,4.370396137237549
15,48.63,326.03549003601074,4.385886192321777
16,48.61,324.92655742168427,4.400381565093994
17,49.07,326.13582468032837,4.40518856048584
18,49.4,322.95694744586945,4.447097301483154
19,49.68,324.2402774095535,4.388042449951172
20,49.65,328.68088352680206,4.455638885498047
21,50.02,322.5387703180313,4.651432514190674
22,49.94,325.0177947282791,4.489078998565674
23,50.19,322.8704011440277,4.507678985595703
24,50.51,320.73887407779694,4.488437652587891
25,50.3,320.01443207263947,4.496530055999756
26,50.16,319.724716424942,4.503931045532227
27,50.58,319.0058308839798,4.545923233032227
28,50.58,320.07877492904663,4.514737606048584
29,50.8,317.90903425216675,4.574334621429443
30,50.98,319.14893329143524,4.5091986656188965
31,51.34,320.7011343240738,4.57387113571167
32,51.24,319.32695627212524,4.655569076538086
33,51.22,321.27007496356964,4.692432880401611
34,51.32,320.2842171192169,4.751417636871338
35,51.32,319.40681970119476,4.6921586990356445
36,51.41,322.3106780052185,4.780972480773926
37,51.33,320.9974739551544,4.841281890869141
38,51.63,320.7737971544266,4.842138767242432
39,51.77,322.5209699869156,4.810431957244873
40,52.03,322.9816778898239,4.860522747039795
41,51.78,320.76240968704224,4.916219234466553
42,51.89,322.9194886684418,4.845117092132568
43,51.69,325.6951707601547,4.889153480529785
44,51.86,324.11254715919495,5.000758647918701
