round,acc,loss,Fw_norm
0,15.01,363.6773338317871,0.13653063774108887
1,16.64,355.20592212677,0.6148525476455688
2,19.27,335.12272822856903,1.156850814819336
3,23.91,323.95046842098236,1.644182801246643
4,26.44,315.5099229812622,2.0962557792663574
5,29.73,308.8211860656738,2.5793275833129883
6,32.38,300.74650251865387,2.8116612434387207
7,34.09,293.5589509010315,3.0673043727874756
8,35.5,283.8994162082672,3.2633676528930664
9,36.85,278.4800500869751,3.3331470489501953
10,38.08,268.5863275527954,3.505916118621826
11,38.96,266.7500544786453,3.119549036026001
12,40.01,262.21642315387726,3.329890251159668
13,40.5,257.979504942894,3.1529324054718018
14,41.04,253.93405830860138,3.1938812732696533
15,41.54,251.81689643859863,2.9057466983795166
16,42.38,246.7316756248474,3.3574929237365723
17,42.96,244.68013608455658,2.9502763748168945
18,43.75,240.3273000717163,3.208256721496582
19,44.17,237.57096576690674,2.943995952606201
20,44.72,232.2621042728424,3.2326653003692627
21,45.03,231.16698348522186,2.7715909481048584
22,45.61,225.80782902240753,2.7904224395751953
23,46.6,226.16726851463318,2.807971954345703
24,47.0,220.42722749710083,2.969522714614868
25,46.91,219.84642791748047,2.8258121013641357
26,47.6,219.1169537305832,2.9223551750183105
27,48.11,216.92733991146088,2.9442684650421143
28,48.71,216.55591917037964,2.8143911361694336
29,48.88,214.6067247390747,3.0692384243011475
30,48.82,216.05824291706085,3.103126049041748
31,49.42,213.29175305366516,3.1609625816345215
32,49.47,212.56556969881058,2.9384472370147705
33,49.84,209.84712713956833,3.136345624923706
34,49.97,207.91619151830673,2.9769275188446045
35,50.48,210.96113497018814,2.9338183403015137
36,50.67,208.0605970621109,3.187926769256592
37,50.7,207.6262263059616,3.1865742206573486
38,51.02,206.74846076965332,3.259979724884033
39,51.73,205.75464260578156,3.2149691581726074
40,51.27,206.89664947986603,3.2674622535705566
41,51.59,206.24851262569427,3.395648956298828
42,51.73,204.95012819766998,3.366777181625366
43,52.35,203.22214323282242,3.270689010620117
44,52.6,202.72348749637604,3.2940375804901123
45,52.83,202.62768560647964,3.390712261199951
46,52.74,204.2733519077301,3.323261022567749
47,53.23,201.60976940393448,3.4764928817749023
48,53.27,199.48341983556747,3.4258005619049072
49,53.38,199.6145036816597,3.3180789947509766
50,53.45,201.68224275112152,3.263062000274658
51,53.77,200.98501724004745,3.4119207859039307
52,53.74,200.05030304193497,3.478940725326538
53,53.87,203.61114650964737,3.486170530319214
54,54.11,199.61384761333466,3.688307523727417
55,54.27,201.58554577827454,3.39021372795105
56,54.32,197.73212975263596,3.605539083480835
57,54.44,197.6591169834137,3.5301125049591064
58,54.67,196.38261848688126,3.458045244216919
59,54.6,198.50430363416672,3.4792890548706055
60,54.57,195.23157608509064,3.6123313903808594
61,54.67,196.54866480827332,3.425429582595825
62,55.17,194.6785969734192,3.5689938068389893
63,55.21,198.3007521033287,3.4873106479644775
64,55.79,192.9020140171051,3.6197264194488525
65,55.62,197.10188817977905,3.4587953090667725
66,55.81,194.94372254610062,3.6213510036468506
67,55.63,198.2454133629799,3.619049549102783
68,55.26,197.12370109558105,3.722043752670288
69,56.11,194.77237498760223,3.7587621212005615
70,55.71,197.5178451538086,3.698575973510742
71,55.93,197.16309249401093,3.7313194274902344
72,56.24,194.471670627594,3.75998854637146
73,56.62,194.05287861824036,3.7158443927764893
74,56.36,194.2394397854805,3.756715774536133
75,56.4,194.87084490060806,3.708281993865967
76,55.98,196.37115389108658,3.726041793823242
77,56.4,197.915413916111,3.8654325008392334
78,56.35,196.751644551754,3.780303716659546
79,56.59,199.2193769812584,3.9230997562408447
80,56.42,197.24795758724213,3.9838011264801025
81,56.26,198.70552057027817,3.9627225399017334
82,56.95,199.25305366516113,3.980600118637085
83,56.72,200.28237956762314,3.967759609222412
84,56.91,199.50703561306,4.012543678283691
85,57.02,200.05772894620895,4.023958206176758
86,57.12,201.03952813148499,3.9893386363983154
87,56.77,202.09227633476257,4.163156509399414
88,57.31,197.30428194999695,4.172541618347168
89,57.98,197.44254630804062,4.015430450439453
90,57.67,195.67083901166916,3.934110403060913
91,57.51,199.5755990743637,3.8563449382781982
92,58.08,199.95153605937958,4.184173107147217
93,57.6,199.86789345741272,4.203710079193115
94,57.81,200.63762778043747,4.2373433113098145
95,57.75,198.7414956688881,4.189694881439209
96,57.9,199.37871819734573,4.226292133331299
97,57.53,205.90597194433212,4.079105377197266
98,57.79,199.81259393692017,4.470748424530029
99,57.71,200.66765344142914,4.137563705444336
100,58.58,206.28265595436096,4.117911338806152
101,58.09,201.61521369218826,4.964546203613281
102,58.03,200.96558099985123,4.340634346008301
103,58.53,199.61284285783768,4.205455780029297
104,58.64,201.1944271326065,4.202082633972168
105,58.41,201.56639057397842,4.349462032318115
106,58.39,200.07940489053726,4.425267696380615
107,58.25,202.3391364812851,4.297031402587891
108,58.41,201.21436601877213,4.515504837036133
109,58.66,202.61190164089203,4.528443336486816
110,58.84,202.0527314543724,4.467902183532715
111,59.41,202.02763998508453,4.509521961212158
112,59.13,202.91824144124985,4.39220666885376
113,59.42,200.30196046829224,4.446824073791504
114,59.45,197.38909554481506,4.462973117828369
115,59.22,203.48931086063385,4.28376579284668
116,59.09,203.256000995636,4.4383015632629395
117,59.49,201.9698093533516,4.4516096115112305
118,59.36,204.6596537232399,4.497223854064941
119,59.36,202.39968663454056,4.607887268066406
120,59.67,202.27350211143494,4.366244792938232
121,60.02,197.1750939488411,4.470668792724609
122,60.0,199.74265080690384,4.298363208770752
123,59.64,204.97655874490738,4.378421306610107
124,60.26,198.47647565603256,4.756149768829346
125,59.37,209.65193551778793,4.28253173828125
126,59.79,205.9770434498787,4.874527454376221
127,59.97,206.64627492427826,4.502915382385254
128,60.06,205.70110034942627,4.649696350097656
129,60.33,199.7863930463791,4.595646858215332
130,60.23,203.32728731632233,4.473325252532959
131,60.2,203.79678684473038,4.551876544952393
132,59.77,206.68828338384628,4.697549819946289
133,60.17,203.02112090587616,4.662310600280762
134,60.69,202.62751477956772,4.536535739898682
135,60.22,203.97781455516815,4.547872066497803
136,60.16,208.37976723909378,4.514495372772217
137,60.17,208.28342247009277,4.901787281036377
138,60.43,205.61083817481995,4.8759050369262695
139,60.31,208.47630965709686,4.612758636474609
140,60.8,207.14275413751602,4.676567077636719
141,60.31,208.44096678495407,4.72684383392334
142,60.55,204.7786762714386,4.839113235473633
143,60.04,213.10998499393463,4.531252861022949
144,60.89,206.0148578286171,5.014049053192139
145,61.46,199.95283502340317,4.716756820678711
146,60.8,207.64365375041962,4.465668201446533
147,61.36,204.63586378097534,4.831650733947754
148,61.21,206.6443808078766,4.5473527908325195
149,61.04,210.92901849746704,4.690110206604004
150,63.04,194.9920527935028,4.918740749359131
151,61.35,209.7631140947342,4.465448379516602
152,61.33,205.64165008068085,4.951512813568115
153,60.96,209.7067757844925,4.762048244476318
154,60.37,211.73813438415527,4.944112300872803
155,60.96,208.52590239048004,5.027860641479492
156,61.31,208.81789499521255,4.894645690917969
157,61.66,207.31682741641998,4.804373264312744
158,61.28,209.34165304899216,4.771643161773682
159,61.14,210.01183378696442,4.949732780456543
160,61.7,208.89625364542007,5.045845031738281
161,62.46,203.8305014371872,4.949480056762695
