0,1,2,3,4,5,6,7
8.138985633850098,6.623831748962402,5.823044776916504,5.541558265686035,7.4648027420043945,8.586932182312012,6.8806610107421875,8.599434852600098
5.128785133361816,4.109479904174805,3.671726703643799,3.3289098739624023,5.22716760635376,7.576780319213867,5.689190864562988,5.702879428863525
3.020249366760254,2.3892316818237305,2.175516128540039,2.0344972610473633,3.4938302040100098,5.65457820892334,3.925316333770752,3.394975185394287
2.6964688301086426,1.9646620750427246,1.7701451778411865,1.5264945030212402,3.136995792388916,5.290258407592773,3.057851791381836,2.9574031829833984
2.3085951805114746,1.7268037796020508,1.365971326828003,1.0583596229553223,2.717803716659546,4.933269500732422,2.588016986846924,2.4417269229888916
1.884572982788086,1.4869635105133057,1.0444858074188232,0.6757471561431885,2.300086498260498,4.298679351806641,2.1307990550994873,2.285278797149658
1.7479593753814697,1.7053806781768799,1.0272798538208008,0.5200783014297485,1.975651502609253,4.492660999298096,2.1836934089660645,2.3313238620758057
1.5717966556549072,1.5388295650482178,0.9472156763076782,0.49142003059387207,1.9953317642211914,4.010422229766846,2.113476276397705,2.456726312637329
1.458853006362915,1.4568581581115723,0.9902712106704712,0.3923996686935425,1.8073506355285645,3.8814139366149902,1.92220139503479,2.523486614227295
1.4571542739868164,1.3501880168914795,1.0716183185577393,0.4230612516403198,1.7776172161102295,3.6082472801208496,1.8576691150665283,2.6321048736572266
1.4548816680908203,1.3998115062713623,1.1735403537750244,0.4466334581375122,1.7146191596984863,3.5413622856140137,1.8856618404388428,2.7943267822265625
1.7009332180023193,1.741593360900879,1.5049171447753906,0.7399752140045166,2.01623272895813,3.6553893089294434,2.352315664291382,3.276118278503418
1.6010949611663818,1.6090614795684814,1.4827244281768799,0.5811786651611328,1.8049287796020508,3.679715156555176,2.116635322570801,3.1194581985473633
1.7672779560089111,1.8276023864746094,1.5542786121368408,0.7861716747283936,2.026496410369873,3.800595283508301,2.364586114883423,3.303687572479248
1.7646675109863281,1.7391350269317627,1.5713210105895996,0.7358616590499878,1.968524694442749,3.7775468826293945,2.2834866046905518,3.247549057006836
2.0337324142456055,2.0849363803863525,1.6972990036010742,0.9020552635192871,2.168814182281494,4.221458911895752,2.5642330646514893,3.3621973991394043
1.67330002784729,1.6508512496948242,1.5902760028839111,0.6063793897628784,1.879335641860962,3.5881786346435547,2.267659902572632,3.190481662750244
2.07460880279541,2.1284918785095215,1.6866819858551025,0.9170489311218262,2.2697484493255615,4.2825212478637695,2.6394755840301514,3.112881660461426
1.8425254821777344,1.8816769123077393,1.5114154815673828,0.7799278497695923,2.1503076553344727,3.766692638397217,2.482034921646118,3.083998203277588
2.170804738998413,2.183765411376953,1.576159954071045,0.9634262323379517,2.4114813804626465,4.362771987915039,2.790335178375244,2.906843662261963
1.9281513690948486,1.8277218341827393,1.553741693496704,0.6254507303237915,2.0777907371520996,4.114515781402588,2.3976423740386963,2.6175122261047363
2.3919308185577393,2.439850330352783,1.5988810062408447,1.0243775844573975,2.6556668281555176,4.554267883300781,3.0758056640625,2.8353216648101807
2.377307415008545,2.5149803161621094,1.3700454235076904,1.1229946613311768,2.781064748764038,4.613663673400879,3.0408802032470703,2.413172960281372
2.2576630115509033,2.449436664581299,1.5732457637786865,1.0007290840148926,2.6944313049316406,4.518240451812744,3.018848419189453,2.8020365238189697
2.1531999111175537,2.385233163833618,1.3950395584106445,0.916357159614563,2.7105274200439453,4.52662467956543,3.011502265930176,2.367180347442627
2.233649492263794,2.580734968185425,1.5190510749816895,0.9525971412658691,2.8187830448150635,4.7019572257995605,3.0627617835998535,2.5456273555755615
2.1464874744415283,2.583108425140381,1.5263876914978027,0.9396783113479614,2.7674455642700195,4.269557952880859,3.052790641784668,2.436732292175293
2.160975933074951,2.55875825881958,1.4413671493530273,0.830048680305481,2.814397096633911,4.502614498138428,3.0308480262756348,2.306257963180542
2.391010046005249,2.8154520988464355,1.466320514678955,0.9659624099731445,3.0403804779052734,4.71614408493042,3.3774237632751465,2.2402944564819336
2.162292718887329,2.4498188495635986,1.1922390460968018,0.8023830652236938,2.9545326232910156,4.8031907081604,3.0401439666748047,1.9746718406677246
2.1067752838134766,2.46563458442688,1.278756856918335,0.7440327405929565,2.8595924377441406,4.666991710662842,3.019284248352051,2.2249677181243896
1.9333281517028809,2.7133781909942627,1.414350986480713,0.8149967193603516,2.70453143119812,4.24593448638916,3.0879640579223633,2.122622013092041
2.2333261966705322,2.8165433406829834,1.2225680351257324,0.9649255275726318,3.156764507293701,4.745581150054932,3.4445314407348633,1.826704740524292
2.0360634326934814,2.5971474647521973,1.18503999710083,0.7260149717330933,2.8947365283966064,4.574869632720947,3.100635528564453,2.0360255241394043
2.208688497543335,2.7137742042541504,1.1882274150848389,0.8458242416381836,3.159395217895508,4.75851583480835,3.3465800285339355,1.892420768737793
2.318993091583252,2.743485450744629,1.0187556743621826,0.8615708351135254,3.351621627807617,4.827976703643799,3.4029297828674316,1.6568493843078613
2.063945770263672,2.5493218898773193,1.0771617889404297,0.7807430028915405,3.018639087677002,4.663490295410156,3.241896152496338,1.7673518657684326
2.0217645168304443,2.511716604232788,1.0278422832489014,0.7347828149795532,3.035775661468506,4.805830001831055,3.1653265953063965,1.6274809837341309
1.9864137172698975,2.6431591510772705,1.0414440631866455,0.7427496910095215,3.011941909790039,4.581902980804443,3.218010425567627,1.6259489059448242
2.0016138553619385,2.6168534755706787,1.0221896171569824,0.7105488777160645,2.9688146114349365,4.669136047363281,3.2014150619506836,1.6425590515136719
2.030223846435547,2.499645233154297,0.9491181373596191,0.6366677284240723,2.967094898223877,4.798466205596924,3.245950698852539,1.672356367111206
2.00563645362854,2.3467509746551514,0.8446964025497437,0.5890185832977295,3.003110408782959,4.678000450134277,3.053281307220459,1.4803180694580078
2.0983829498291016,2.5468780994415283,1.0022015571594238,0.601783275604248,2.892672061920166,4.547651290893555,3.289846420288086,1.5818321704864502
2.1145119667053223,2.5451605319976807,0.9071774482727051,0.7270302772521973,3.1222758293151855,4.635377883911133,3.484776020050049,1.4408602714538574
2.0305397510528564,2.4824068546295166,0.9517868757247925,0.6402983665466309,3.004018783569336,4.754342079162598,3.318478584289551,1.6503782272338867
1.961503028869629,2.4334208965301514,0.9903144836425781,0.6165627241134644,2.8690154552459717,4.6892595291137695,3.251016139984131,1.8495779037475586
2.0482897758483887,2.4431238174438477,0.9536682367324829,0.6441861391067505,3.0038280487060547,5.084884166717529,3.4197893142700195,1.376168966293335
1.8425664901733398,2.35855770111084,1.0015816688537598,0.55556321144104,2.7761106491088867,4.819728374481201,3.2469329833984375,1.5011091232299805
2.0066161155700684,2.3733251094818115,0.9010365009307861,0.5895799398422241,2.9382083415985107,4.8500075340271,3.4529495239257812,1.3371882438659668
2.069707155227661,2.546947717666626,0.89513099193573,0.6203712224960327,3.098388671875,5.026279926300049,3.447604179382324,1.2926661968231201
2.0672504901885986,2.5468318462371826,0.8191462755203247,0.7208654880523682,3.211422920227051,4.986361980438232,3.6915555000305176,1.2400791645050049
1.9988999366760254,2.434295415878296,0.8110662698745728,0.6209548711776733,2.989048957824707,4.841937065124512,3.4790616035461426,1.209679126739502
1.9482648372650146,2.263373613357544,0.8809356689453125,0.5423260927200317,2.877473831176758,4.852971076965332,3.4359889030456543,1.466123104095459
1.9970717430114746,2.3703246116638184,0.8634086847305298,0.5176762342453003,2.9645330905914307,4.714799404144287,3.506707191467285,1.285588264465332
1.795837163925171,2.143779754638672,0.860866904258728,0.45980584621429443,2.714292287826538,4.75739049911499,3.2564258575439453,1.417872667312622
1.9666731357574463,2.5314364433288574,0.7844723463058472,0.6530182361602783,3.0278573036193848,5.003513336181641,3.5120296478271484,1.2450048923492432
1.8791875839233398,2.3755576610565186,0.7497515678405762,0.6093308925628662,2.942126989364624,4.834613800048828,3.480712413787842,1.1326639652252197
2.023298501968384,2.42187762260437,0.8519961833953857,0.5586978197097778,2.973801374435425,5.054631233215332,3.4944405555725098,1.244985818862915
2.074246883392334,2.5512735843658447,0.8578623533248901,0.6005222797393799,3.069849967956543,5.138976573944092,3.4405136108398438,1.1690337657928467
2.045553207397461,2.416900157928467,0.7595500946044922,0.5799285173416138,3.043292999267578,5.045157432556152,3.635067939758301,1.118434190750122
1.9954462051391602,2.552856922149658,0.7963359355926514,0.5691163539886475,2.8308005332946777,4.8006086349487305,3.6422877311706543,0.958024263381958
2.05228853225708,2.6785407066345215,0.7925052642822266,0.6902221441268921,3.1090426445007324,5.049875736236572,3.6952614784240723,1.108825445175171
1.993861198425293,2.426668643951416,0.8908416032791138,0.53083336353302,2.860048770904541,5.02705192565918,3.464982032775879,1.1427218914031982
2.0360419750213623,2.3625760078430176,0.8734687566757202,0.5924479961395264,2.9986491203308105,5.071702480316162,3.673696994781494,1.0684983730316162
1.9837477207183838,2.428804874420166,0.6935638189315796,0.6081357002258301,2.8986194133758545,4.963654041290283,3.6339406967163086,0.9770071506500244
1.9585998058319092,2.3772177696228027,0.6593459844589233,0.6702167987823486,3.2732081413269043,5.188462257385254,3.691075325012207,1.1391372680664062
1.9699912071228027,2.409754514694214,0.5789692401885986,0.6229585409164429,3.146599769592285,4.95571756362915,3.662492275238037,0.9491643905639648
1.891343593597412,2.3613386154174805,0.7741228342056274,0.5491485595703125,2.872600555419922,5.081935405731201,3.6829495429992676,1.1227245330810547
1.7890963554382324,2.4857842922210693,0.8114458322525024,0.6322358846664429,2.759958505630493,4.9627366065979,3.601048469543457,1.1670482158660889
1.7908689975738525,2.490769147872925,0.8658716678619385,0.5801830291748047,2.671046018600464,4.791476726531982,3.5315403938293457,1.1701769828796387
