round,acc,loss,Fw_norm
96,86.61,116.39381240308285,0.46538275480270386
97,86.63,112.45162592083216,0.4743177890777588
98,86.66,113.74517358839512,0.4558200240135193
99,86.73,113.38500501215458,0.5134740471839905
100,86.61,116.03820213675499,0.4882694184780121
101,86.62,119.32195483893156,0.5230439305305481
102,86.75,116.09695438295603,0.5340479612350464
103,86.59,114.91206221282482,0.45929357409477234
104,86.6,116.91069269180298,0.5273319482803345
105,86.51,116.49441134929657,0.4241105616092682
106,86.58,118.54731637611985,0.46720096468925476
107,86.5,112.91106728464365,0.45642921328544617
108,86.53,115.25154892355204,0.45632630586624146
109,86.69,111.63209478184581,0.4372079372406006
110,86.67,117.02813091874123,0.4644167423248291
111,86.63,116.64346726238728,0.4662392735481262
112,86.71,115.98686496913433,0.48582175374031067
113,86.64,119.01050071418285,0.4329221546649933
114,86.56,116.0787712186575,0.4850054383277893
115,86.56,116.02978293597698,0.48270151019096375
116,86.79,115.49622601270676,0.4425058960914612
117,86.62,118.36741879954934,0.4238337278366089
118,86.67,117.87693780660629,0.4602445065975189
119,86.76,120.32345452532172,0.4677717685699463
120,86.72,115.64431727677584,0.4819410443305969
121,86.73,118.54549732804298,0.44805413484573364
122,86.69,118.41310098022223,0.48682305216789246
123,86.73,118.71346820890903,0.46228939294815063
124,86.68,119.43194434046745,0.47845518589019775
125,86.82,120.87906930595636,0.4811692237854004
126,86.84,116.50235138088465,0.48473790287971497
127,86.89,119.8323989212513,0.4788278341293335
128,86.92,122.8065200150013,0.47608742117881775
129,86.84,117.17714559286833,0.4706755578517914
130,86.87,117.31454922258854,0.45977452397346497
131,86.85,120.59089784324169,0.468142032623291
132,86.9,115.80780025571585,0.4561489522457123
133,86.93,118.16985413059592,0.46730682253837585
134,86.81,115.49872582033277,0.45435816049575806
135,87.01,119.32895093411207,0.4331668019294739
136,86.8,115.50182789936662,0.47674164175987244
137,86.97,118.65149095654488,0.475269615650177
138,86.95,115.38880025967956,0.4438766837120056
139,86.96,118.54446771740913,0.46726810932159424
140,86.92,118.84171054139733,0.46514078974723816
141,87.1,118.90061642974615,0.4553203582763672
142,86.88,120.63987004756927,0.4792959988117218
143,86.88,118.41357225179672,0.45853516459465027
144,87.09,117.1611687913537,0.5055708885192871
145,86.84,115.73218873143196,0.49084675312042236
146,86.89,119.6677967980504,0.47082847356796265
147,86.94,116.63954174518585,0.4775037467479706
148,86.98,117.96200818568468,0.484952449798584
149,86.93,115.236318025738,0.4654415249824524
